"No.","Time","Source","Destination","Protocol","Length","Info","TCP header length","DSCP","DSCP Value","QoS","TOS","tcp_delta_time","tcp_rel_time"
"27896","12.152792","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=543657 Win=65535 Len=0 TSval=283521 TSecr=790406797","32","Default","CS0","","","0.000019000","12.144771000"
"27900","12.220396","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=546553 Win=65535 Len=0 TSval=283521 TSecr=790406798","32","Default","CS0","","","0.000022000","12.212375000"
"27903","12.260268","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=49389 Win=65535 Len=0","20","Default","CS0","","","0.213898000","12.245460000"
"27904","12.260283","172.31.187.1","89.38.54.201","TCP","54","flr-agent(4901)  >  43030 [ACK] Seq=94 Ack=11681 Win=65535 Len=0","20","Default","CS0","","","0.167309000","4.811886000"
"27905","12.260294","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=196 Ack=89731 Win=65535 Len=0","20","Default","CS0","","","0.138524000","12.107471000"
"27907","12.262991","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=549449 Win=65535 Len=0 TSval=283522 TSecr=790406799","32","Default","CS0","","","0.000017000","12.254970000"
"27911","12.305597","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=552345 Win=65535 Len=0 TSval=283522 TSecr=790406799","32","Default","CS0","","","0.000024000","12.297576000"
"27915","12.369397","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=555241 Win=65535 Len=0 TSval=283522 TSecr=790406800","32","Default","CS0","","","0.000023000","12.361376000"
"27916","12.369632","172.31.187.1","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","TCP","66","35515  >  59314 [ACK] Seq=128 Ack=21601 Win=65535 Len=0 TSval=283523 TSecr=358623157","32","Default","CS0","","","0.126660000","11.785019000"
"27922","12.433846","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=558137 Win=65535 Len=0 TSval=283523 TSecr=790406800","32","Default","CS0","","","0.000051000","12.425825000"
"27926","12.475039","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=561033 Win=65535 Len=0 TSval=283523 TSecr=790406800","32","Default","CS0","","","0.000048000","12.467018000"
"27927","12.479001","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=94 Ack=1154 Win=65391 Len=0","20","Default","CS0","","","0.189627000","12.236582000"
"27928","12.479015","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","54","35515  >  62433 [ACK] Seq=35 Ack=45261 Win=65535 Len=0","20","Default","CS0","","","0.116241000","12.443397000"
"27931","12.526819","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=563929 Win=65535 Len=0 TSval=283525 TSecr=790406801","32","Default","CS0","","","0.000034000","12.518798000"
"27935","12.541428","172.31.187.1","200-112-71-33.baf.movistar.cl","TCP","194","35515  >  17739 [PSH, ACK] Seq=82 Ack=69 Win=65467 Len=140","20","Default","CS0","","","0.000040000","0.822449000"
"27939","12.588375","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=50671 Win=64253 Len=0","20","Default","CS0","","","0.211387000","12.573567000"
"27940","12.588390","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=196 Ack=91173 Win=65535 Len=0","20","Default","CS0","","","0.137999000","12.435567000"
"27941","12.588404","172.31.187.1","host-24-137-121-84.public.eastlink.ca","TCP","147","[TCP Retransmission] 4924  >  16098 [PSH, ACK] Seq=1 Ack=1 Win=64365 Len=93","20","Default","CS0","","","3.499742000","5.140124000"
"27943","12.590406","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=566825 Win=65535 Len=0 TSval=283526 TSecr=790406801","32","Default","CS0","","","0.000025000","12.582385000"
"27946","12.635803","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=569721 Win=65535 Len=0 TSval=283526 TSecr=790406802","32","Default","CS0","","","0.000022000","12.627782000"
"27951","12.682197","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=572617 Win=65535 Len=0 TSval=283526 TSecr=790406802","32","Default","CS0","","","0.000019000","12.674176000"
"27952","12.697733","172.31.187.1","89.38.54.201","TCP","54","flr-agent(4901)  >  43030 [ACK] Seq=94 Ack=12326 Win=64890 Len=0","20","Default","CS0","","","0.133757000","5.249336000"
"27953","12.697746","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=94 Ack=1163 Win=65382 Len=0","20","Default","CS0","","","0.128770000","12.455327000"
"27956","12.698794","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=52135 Win=65535 Len=0","20","Default","CS0","","","0.000016000","12.683986000"
"27958","12.727203","172.31.187.1","host236.201-252-188.telecom.net.ar","TCP","66","35515  >  62154 [ACK] Seq=111 Ack=17281 Win=65535 Len=0 TSval=283527 TSecr=285775569","32","Default","CS0","","","0.000021000","10.519963000"
"27970","12.870208","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=575513 Win=65535 Len=0 TSval=283528 TSecr=790406803","32","Default","CS0","","","0.000026000","12.862187000"
"27972","12.872396","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=196 Ack=94057 Win=65535 Len=0","20","Default","CS0","","","0.000016000","12.719573000"
"27976","12.912802","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=578409 Win=65535 Len=0 TSval=283528 TSecr=790406803","32","Default","CS0","","","0.000019000","12.904781000"
"27977","12.916467","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=94 Ack=1190 Win=65355 Len=0","20","Default","CS0","","","0.127880000","12.674048000"
"27978","12.916480","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","54","35515  >  62433 [ACK] Seq=35 Ack=46721 Win=65535 Len=0","20","Default","CS0","","","0.120899000","12.880862000"
"27979","12.916492","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=52256 Win=65414 Len=0","20","Default","CS0","","","0.113513000","12.901684000"
"27980","12.916503","172.31.187.1","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","TCP","66","35515  >  59314 [ACK] Seq=128 Ack=23041 Win=64095 Len=0 TSval=283529 TSecr=358623162","32","Default","CS0","","","0.114124000","12.331890000"
"27982","12.927996","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=196 Ack=96941 Win=65535 Len=0","20","Default","CS0","","","0.000015000","12.775173000"
"27986","12.956398","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=581305 Win=65535 Len=0 TSval=283529 TSecr=790406804","32","Default","CS0","","","0.000017000","12.948377000"
"27990","12.999003","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=584201 Win=65535 Len=0 TSval=283529 TSecr=790406805","32","Default","CS0","","","0.000020000","12.990982000"
"27992","13.004200","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=196 Ack=99825 Win=65535 Len=0","20","Default","CS0","","","0.000017000","12.851377000"
"27994","13.025841","172.31.187.1","pc-128-30-161-190.cm.vtr.net","TCP","88","[TCP Retransmission] 4865  >  55970 [PSH, ACK] Seq=18 Ack=36501 Win=65535 Len=34","20","Default","CS0","","","0.874930000","11.592784000"
"27997","13.035112","172.31.187.1","200-112-71-33.baf.movistar.cl","BT-DHT","109","","","Default","CS0","","","",""
"28000","13.040599","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=587097 Win=65535 Len=0 TSval=283530 TSecr=790406805","32","Default","CS0","","","0.000017000","13.032578000"
"28003","13.084239","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=589993 Win=65535 Len=0 TSval=283530 TSecr=790406806","32","Default","CS0","","","0.000040000","13.076218000"
"28007","13.129855","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=592889 Win=65535 Len=0 TSval=283530 TSecr=790406806","32","Default","CS0","","","0.000049000","13.121834000"
"28008","13.135227","172.31.187.1","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","TCP","66","35515  >  59314 [ACK] Seq=128 Ack=24481 Win=65535 Len=0 TSval=283531 TSecr=358623164","32","Default","CS0","","","0.157245000","12.550614000"
"28010","13.148238","172.31.187.1","pc-166-29-100-190.cm.vtr.net","TCP","66","[TCP Dup ACK 27870#1] 4946  >  19159 [ACK] Seq=145 Ack=29875 Win=65535 Len=0 SLE=31335 SRE=32795","32","Default","CS0","","","0.000039000","12.524617000"
"28015","13.201328","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","71","4955  >  18638 [PSH, ACK] Seq=196 Ack=100895 Win=64465 Len=17","20","Default","CS0","","","0.000142000","13.048505000"
"28017","13.208604","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=595785 Win=65535 Len=0 TSval=283531 TSecr=790406806","32","Default","CS0","","","0.000018000","13.200583000"
"28024","13.244573","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=53509 Win=64161 Len=0","20","Default","CS0","","","0.210186000","13.229765000"
"28025","13.244588","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=94 Ack=1199 Win=65346 Len=0","20","Default","CS0","","","0.143188000","13.002169000"
"28026","13.244600","172.31.187.1","200-112-71-33.baf.movistar.cl","TCP","54","35515  >  17739 [ACK] Seq=222 Ack=499 Win=65037 Len=0","20","Default","CS0","","","0.205417000","1.525621000"
"28029","13.279628","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=598681 Win=65535 Len=0 TSval=283532 TSecr=790406807","32","Default","CS0","","","0.000033000","13.271607000"
"28034","13.388012","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=601577 Win=65535 Len=0 TSval=283533 TSecr=790406807","32","Default","CS0","","","0.000024000","13.379991000"
"28037","13.432076","172.31.187.1","200-112-71-33.baf.movistar.cl","TCP","66","35515  >  17739 [PSH, ACK] Seq=222 Ack=499 Win=65037 Len=12","20","Default","CS0","","","0.187476000","1.713097000"
"28039","13.451807","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=604473 Win=65535 Len=0 TSval=283533 TSecr=790406809","32","Default","CS0","","","0.000018000","13.443786000"
"28040","13.463304","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","54","35515  >  62433 [ACK] Seq=35 Ack=48181 Win=65535 Len=0","20","Default","CS0","","","0.213317000","13.427686000"
"28044","13.516613","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=607369 Win=65535 Len=0 TSval=283534 TSecr=790406809","32","Default","CS0","","","0.000022000","13.508592000"
"28047","13.559618","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=610265 Win=65535 Len=0 TSval=283534 TSecr=790406810","32","Default","CS0","","","0.000027000","13.551597000"
"28048","13.572672","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=54884 Win=65535 Len=0","20","Default","CS0","","","0.210873000","13.557864000"
"28049","13.572685","172.31.187.1","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","TCP","66","35515  >  59314 [ACK] Seq=128 Ack=25921 Win=64095 Len=0 TSval=283536 TSecr=358623168","32","Default","CS0","","","0.187897000","12.988072000"
"28050","13.572697","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=94 Ack=1208 Win=65337 Len=0","20","Default","CS0","","","0.161109000","13.330278000"
"28054","13.605812","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=613161 Win=65535 Len=0 TSval=283536 TSecr=790406810","32","Default","CS0","","","0.000021000","13.597791000"
"28058","13.648613","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=616057 Win=65535 Len=0 TSval=283536 TSecr=790406811","32","Default","CS0","","","0.000021000","13.640592000"
"28065","13.682043","172.31.187.1","184.146.212.218.starhub.net.sg","TCP","66","[TCP Retransmission] 35515  >  re-mail-ck(50) [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=1 SACK_PERM","32","Default","CS0","","","2.915832000","2.915891000"
"28067","13.691207","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=618953 Win=65535 Len=0 TSval=283537 TSecr=790406811","32","Default","CS0","","","0.000015000","13.683186000"
"28071","13.717678","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","71","4955  >  18638 [PSH, ACK] Seq=213 Ack=102337 Win=65535 Len=17","20","Default","CS0","","","0.000087000","13.564855000"
"28074","13.736408","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=621849 Win=65535 Len=0 TSval=283537 TSecr=790406812","32","Default","CS0","","","0.000016000","13.728387000"
"28076","13.749753","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","71","35515  >  62433 [PSH, ACK] Seq=35 Ack=49641 Win=65535 Len=17","20","Default","CS0","","","0.000156000","13.714135000"
"28078","13.752412","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=230 Ack=105221 Win=65535 Len=0","20","Default","CS0","","","0.000018000","13.599589000"
"28083","13.788214","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=230 Ack=108105 Win=65535 Len=0","20","Default","CS0","","","0.000021000","13.635391000"
"28087","13.809008","172.31.187.1","87-196-219-109.net.novis.pt","TCP","54","4916  >  19304 [ACK] Seq=145 Ack=35675 Win=65535 Len=0","20","Default","CS0","","","0.000015000","13.391630000"
"28090","13.822208","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=230 Ack=110989 Win=65535 Len=0","20","Default","CS0","","","0.000015000","13.669385000"
"28092","13.824610","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=624745 Win=65535 Len=0 TSval=283538 TSecr=790406812","32","Default","CS0","","","0.000016000","13.816589000"
"28097","13.862212","172.31.187.1","87-196-219-109.net.novis.pt","TCP","54","4916  >  19304 [ACK] Seq=145 Ack=38555 Win=65535 Len=0","20","Default","CS0","","","0.000019000","13.444834000"
"28106","13.891211","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=627641 Win=65535 Len=0 TSval=283538 TSecr=790406813","32","Default","CS0","","","0.000017000","13.883190000"
"28107","13.900772","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=56167 Win=64252 Len=0","20","Default","CS0","","","0.195781000","13.885964000"
"28109","13.908783","172.31.187.1","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","TCP","83","35515  >  59314 [PSH, ACK] Seq=128 Ack=27361 Win=65535 Len=17 TSval=283539 TSecr=358623174[Packet size limited during capture]","32","Default","CS0","","","0.000187000","13.324170000"
"28112","13.916212","172.31.187.1","87-196-219-109.net.novis.pt","TCP","54","4916  >  19304 [ACK] Seq=145 Ack=41435 Win=65535 Len=0","20","Default","CS0","","","0.000017000","13.498834000"
"28115","13.974848","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=630537 Win=65535 Len=0 TSval=283539 TSecr=790406814","32","Default","CS0","","","0.000038000","13.966827000"
"28118","14.009456","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=57939 Win=65535 Len=0","20","Default","CS0","","","0.000041000","13.994648000"
"28119","14.010154","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=94 Ack=1217 Win=65328 Len=0","20","Default","CS0","","","0.188961000","13.767735000"
"28120","14.010173","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=230 Ack=112431 Win=65535 Len=0","20","Default","CS0","","","0.170176000","13.857350000"
"28123","14.039855","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=633433 Win=65535 Len=0 TSval=283540 TSecr=790406815","32","Default","CS0","","","0.000044000","14.031834000"
"28133","14.147822","172.31.187.1","pc-166-29-100-190.cm.vtr.net","TCP","66","[TCP Dup ACK 27870#2] 4946  >  19159 [ACK] Seq=145 Ack=29875 Win=65535 Len=0 SLE=31335 SRE=34255","32","Default","CS0","","","0.000024000","13.524201000"
"28139","14.211419","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=636329 Win=65535 Len=0 TSval=283541 TSecr=790406815","32","Default","CS0","","","0.000020000","14.203398000"
"28145","14.228904","172.31.187.1","host-79-18-252-92.retail.telecomitalia.it","TCP","62","optima-vnet(1051)  >  40251 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"28146","14.228932","172.31.187.1","77.64.37.41","TCP","62","ddt(1052)  >  38335 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"28147","14.228950","172.31.187.1","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","TCP","66","35515  >  59314 [ACK] Seq=145 Ack=28801 Win=64095 Len=0 TSval=283542 TSecr=358623176","32","Default","CS0","","","0.137350000","13.644337000"
"28150","14.252624","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=639225 Win=65535 Len=0 TSval=283542 TSecr=790406816","32","Default","CS0","","","0.000022000","14.244603000"
"28153","14.338235","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=642121 Win=65535 Len=0 TSval=283542 TSecr=790406816","32","Default","CS0","","","0.000032000","14.330214000"
"28154","14.338266","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=58151 Win=65323 Len=0","20","Default","CS0","","","0.206668000","14.323458000"
"28155","14.338279","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=94 Ack=1226 Win=65319 Len=0","20","Default","CS0","","","0.189882000","14.095860000"
"28156","14.338290","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","54","35515  >  62433 [ACK] Seq=52 Ack=51101 Win=65535 Len=0","20","Default","CS0","","","0.134890000","14.302672000"
"28160","14.381624","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=645017 Win=65535 Len=0 TSval=283543 TSecr=790406817","32","Default","CS0","","","0.000021000","14.373603000"
"28163","14.423423","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=647913 Win=65535 Len=0 TSval=283543 TSecr=790406817","32","Default","CS0","","","0.000022000","14.415402000"
"28167","14.467042","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=650809 Win=65535 Len=0 TSval=283544 TSecr=790406817","32","Default","CS0","","","0.000030000","14.459021000"
"28172","14.512419","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=653705 Win=65535 Len=0 TSval=283544 TSecr=790406818","32","Default","CS0","","","0.000017000","14.504398000"
"28175","14.536850","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=230 Ack=115315 Win=65535 Len=0","20","Default","CS0","","","0.000036000","14.384027000"
"28178","14.554821","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=656601 Win=65535 Len=0 TSval=283544 TSecr=790406818","32","Default","CS0","","","0.000018000","14.546800000"
"28179","14.556975","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=58637 Win=64837 Len=0","20","Default","CS0","","","0.113571000","14.542167000"
"28181","14.560095","172.31.187.1","8.122.212.218.starhub.net.sg","BT-DHT","349","","","Default","CS0","","","",""
"28184","14.578819","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=230 Ack=118199 Win=65535 Len=0","20","Default","CS0","","","0.000016000","14.425996000"
"28185","14.578940","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","71","4955  >  18638 [PSH, ACK] Seq=230 Ack=118199 Win=65535 Len=17","20","Default","CS0","","","0.000121000","14.426117000"
"28190","14.598826","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=659497 Win=65535 Len=0 TSval=283545 TSecr=790406819","32","Default","CS0","","","0.000022000","14.590805000"
"28192","14.613222","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=247 Ack=121083 Win=65535 Len=0","20","Default","CS0","","","0.000017000","14.460399000"
"28194","14.618818","172.31.187.1","pc-128-30-161-190.cm.vtr.net","TCP","54","4865  >  55970 [ACK] Seq=52 Ack=39421 Win=65535 Len=0","20","Default","CS0","","","0.000014000","13.185761000"
"28197","14.622683","172.31.187.1","200-112-71-33.baf.movistar.cl","TCP","88","35515  >  17739 [PSH, ACK] Seq=234 Ack=504 Win=65032 Len=34","20","Default","CS0","","","0.000078000","2.903704000"
"28201","14.646849","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=662393 Win=65535 Len=0 TSval=283545 TSecr=790406820","32","Default","CS0","","","0.000035000","14.638828000"
"28203","14.651455","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=247 Ack=123967 Win=65535 Len=0","20","Default","CS0","","","0.000037000","14.498632000"
"28205","14.666356","172.31.187.1","81.202.1.81.dyn.user.ono.com","TCP","54","4926  >  19027 [ACK] Seq=94 Ack=1244 Win=65301 Len=0","20","Default","CS0","","","0.162353000","14.423937000"
"28208","14.716292","172.31.187.1","cli-5b7e1a81.wholesale.adamo.es","TCP","62","remote-as(1053)  >  52222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"28209","14.716313","172.31.187.1","host-79-18-252-92.retail.telecomitalia.it","TCP","54","optima-vnet(1051)  >  40251 [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000091000","0.487409000"
"28210","14.717004","172.31.187.1","host-79-18-252-92.retail.telecomitalia.it","TCP","54","optima-vnet(1051)  >  40251 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","20","Default","CS0","","","0.000691000","0.488100000"
"28213","14.770264","172.31.187.1","c-76-120-74-202.hsd1.co.comcast.net","TCP","62","brvread(1054)  >  57104 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"28214","14.770283","172.31.187.1","cli-5b7e1a81.wholesale.adamo.es","TCP","54","remote-as(1053)  >  52222 [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000077000","0.053991000"
"28215","14.770337","172.31.187.1","cli-5b7e1a81.wholesale.adamo.es","TCP","54","remote-as(1053)  >  52222 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","20","Default","CS0","","","0.000054000","0.054045000"
"28216","14.775712","172.31.187.1","212.174.114.237.static.ttnet.com.tr","TCP","54","35515  >  62433 [ACK] Seq=52 Ack=52561 Win=65535 Len=0","20","Default","CS0","","","0.135694000","14.740094000"
"28217","14.775724","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=59183 Win=64291 Len=0","20","Default","CS0","","","0.109707000","14.760916000"
"28221","14.819642","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=665289 Win=65535 Len=0 TSval=283548 TSecr=790406821","32","Default","CS0","","","0.000030000","14.811621000"
"28223","14.838046","172.31.187.1","pc-166-29-100-190.cm.vtr.net","TCP","54","4946  >  19159 [ACK] Seq=145 Ack=34255 Win=65535 Len=0","20","Default","CS0","","","0.000036000","14.214425000"
"28226","14.862025","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=668185 Win=65535 Len=0 TSval=283548 TSecr=790406822","32","Default","CS0","","","0.000018000","14.854004000"
"28229","14.885077","172.31.187.1","74.246.217.87.dynamic.jazztel.es","TCP","54","4955  >  18638 [ACK] Seq=247 Ack=125409 Win=65535 Len=0","20","Default","CS0","","","0.116862000","14.732254000"
"28231","14.907830","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=671081 Win=65535 Len=0 TSval=283549 TSecr=790406823","32","Default","CS0","","","0.000019000","14.899809000"
"28234","14.938832","172.31.187.1","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","TCP","78","35515  >  59314 [ACK] Seq=145 Ack=28801 Win=64095 Len=0 TSval=283549 TSecr=358623176[Packet size limited during capture]","44","Default","CS0","","","0.000023000","14.354219000"
"28238","14.952824","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=673977 Win=65535 Len=0 TSval=283549 TSecr=790406824","32","Default","CS0","","","0.000015000","14.944803000"
"28240","14.994445","172.31.187.1","114.205.219.87.dynamic.jazztel.es","TCP","54","4964  >  6881 [ACK] Seq=145 Ack=59486 Win=65535 Len=0","20","Default","CS0","","","0.113037000","14.979637000"
"28242","14.996425","172.31.187.1","78-59-201-167.static.zebra.lt","TCP","66","35515  >  57857 [ACK] Seq=1372 Ack=676873 Win=65535 Len=0 TSval=283550 TSecr=790406824","32","Default","CS0","","","0.000015000","14.988404000"
